,numero_hab,rue,code_postal,insee,commune,geometry,type
10695,10,"10,avenue des Courtes Epluches",91100,91659,Villabé,POINT (2.450619 48.586035),defibrillateurs
10696,1,"5,rue Michel Morgan",91220,91103,Brétigny-sur-Orge,POINT (2.300745 48.580026),defibrillateurs
10697,1,C.C. Cora Val d'Yerres 2,91800,91097,Boussy-Saint-Antoine,POINT (2.533359 48.682469),defibrillateurs
10698,5,"5, avenue du Château",94300,94080,Vincennes,POINT (2.436473 48.845471),defibrillateurs
10699,62,"58/62, rue d'Orléans",91310,91425,Montlhéry,POINT (2.27029 48.645134),defibrillateurs
10700,1,"57,avenue Thiers",77000,77288,Melun,POINT (2.656324 48.532566),defibrillateurs
10846,252,"2, boulevard Jean Jaurès",93200,93066,Saint-Denis,POINT (2.337757 48.91578),defibrillateurs
10847,11,"9-11, rue pasteur",93300,93001,Aubervilliers,POINT (2.378817 48.91391),defibrillateurs
10849,4,"7, rue des Sureaux",78500,78586,Sartrouville,POINT (2.205736 48.94836),defibrillateurs
10851,152,"152, avenue Jean Jaurès",95100,95018,Argenteuil,POINT (2.224524 48.940463),defibrillateurs
10852,124 bis,"124Bis, rue du maréchal Joffre",93800,93031,Épinay-sur-Seine,POINT (2.296123 48.961409),defibrillateurs
10853,4,"2-4, rue Marcel Cerdan",95140,95268,Garges-lès-Gonesse,POINT (2.402327 48.961562),defibrillateurs
10854,102,"102, avenue Jean Jaurès",92300,92044,Levallois-Perret,POINT (2.296276 48.894799),defibrillateurs
10855,67,"67, boulevard Bessières",75017,75117,Paris,POINT (2.320962 48.896918),defibrillateurs
10856,1,"200, avenue des Entrepreneurs",95400,95680,Villiers-le-Bel,POINT (2.390178 48.999836),defibrillateurs
10857,5 t,"5Ter, avenue de la Victoire",77100,77284,Meaux,POINT (2.90591 48.956656),defibrillateurs
10858,6,"6, avenue Jean Monnet",77270,77514,Villeparisis,POINT (2.623888 48.949816),defibrillateurs
10859,37,"35-37, boulevard de Strasbourg",75010,75110,Paris,POINT (2.355272 48.871545),defibrillateurs
10860,58,"58, Chaussée d'Antin",75009,75109,Paris,POINT (2.33268 48.874621),defibrillateurs
10861,10,"18, rue du Petit Albi",95520,95476,Osny,POINT (2.040207 49.05498),defibrillateurs
10862,27,"31, rue Emile Zola",95870,95063,Bezons,POINT (2.212606 48.923096),defibrillateurs
10863,50,"60, rue Saint Stenay",93700,93029,Drancy,POINT (2.420214 48.919786),defibrillateurs
10864,192,"192, avenue Charles Floquet",93150,93007,Le Blanc-Mesnil,POINT (2.445372 48.940489),defibrillateurs
10865,30,"30, Rue Madame de Sanzillon",92110,92024,Clichy,POINT (2.316347 48.903098),defibrillateurs
10866,53,"53, rue Jacquard",77400,77243,Lagny-sur-Marne,POINT (2.683351 48.873122),defibrillateurs
10867,84,"84, quai de la Loire",75019,75119,Paris,POINT (2.378644 48.88712),defibrillateurs
10868,51,"51-53, rue du Maréchal Joffre",92700,92025,Colombes,POINT (2.256748 48.921832),defibrillateurs
10869,1,"2, rue du Général de Gaulle",77200,77468,Torcy,POINT (2.661333 48.839252),defibrillateurs
10870,1,"1/9, avenue François Mitterand",93210,93066,Saint-Denis,POINT (2.356782 48.91816),defibrillateurs
11003,13,Rue Barbara,75016,75116,Paris,POINT (2.287592 48.862725),defibrillateurs
11004,42,Av de la Division Leclerc,93500,93055,Pantin,POINT (2.4119697 48.9116056),defibrillateurs
11005,42,Av de la Division Leclerc,93500,93055,Pantin,POINT (2.4119697 48.9116056),defibrillateurs
11006,4,Rue d’Estienne d’Orves,93500,93055,Pantin,POINT (2.406415 48.891255),defibrillateurs
11007,47,Rue Gabrielle Josserand,93500,93055,Pantin,POINT (2.3985562 48.9070582),defibrillateurs
11008,14,Av Edouard Vaillant,93500,93055,Pantin,POINT (2.3988012 48.8979309),defibrillateurs
11009,14,Av Edouard Vaillant,93500,93055,Pantin,POINT (2.3988012 48.8979309),defibrillateurs
11010,18,Rue Denis Papin,93500,93055,Pantin,POINT (2.3967613 48.90108),defibrillateurs
11011,2,Rue Sadi Carnot,93500,93055,Pantin,POINT (2.4018622 48.8971751),defibrillateurs
11012,23,Quai de l'Ourcq,93500,93055,Pantin,POINT (2.4057495 48.8956938),defibrillateurs
11013,23,Quai de l'Ourcq,93500,93055,Pantin,POINT (2.4057495 48.8956938),defibrillateurs
11014,34,Quai de l'Aisne,93500,93055,Pantin,POINT (2.4079131 48.8951285),defibrillateurs
11015,25,Rue Scandicci,93500,93055,Pantin,POINT (2.3986264 48.8932715),defibrillateurs
11016,21,Rue Auger,93500,93055,Pantin,POINT (2.3995616 48.8919615),defibrillateurs
11017,9,Rue de la Liberté,93500,93055,Pantin,POINT (2.4034099 48.893062),defibrillateurs
11018,12 bis,Rue Cornet,93500,93055,Pantin,POINT (2.405793 48.892953),defibrillateurs
11019,14 c,Rue des Grilles,93500,93055,Pantin,POINT (2.4054918 48.8901524),defibrillateurs
11020,4 a,Av du 8 mai 1945,93500,93055,Pantin,POINT (2.4110804 48.8909658),defibrillateurs
11021,30,Rue Charles Auray,93500,93055,Pantin,POINT (2.4154844 48.8904051),defibrillateurs
11022,32,Rue Méhul,93500,93055,Pantin,POINT (2.4154328 48.8885303),defibrillateurs
11023,63,Rue Charles Auray,93500,93055,Pantin,POINT (2.4178012 48.8870939),defibrillateurs
11024,6,Rue Candale,93500,93055,Pantin,POINT (2.4144824 48.8900114),defibrillateurs
11025,43,Rue Formagne,93500,93055,Pantin,POINT (2.4226204 48.8924188),defibrillateurs
11026,26,Anatole France,93500,93055,Pantin,POINT (2.424323 48.89392),defibrillateurs
11027,2,4 Chemin de Montrognon,95660,95134,Champagne-sur-Oise,POINT (2.2160185 49.1294456),defibrillateurs
11031,41 a,Rue des Pommiers,93500,93055,Pantin,POINT (2.4120754 48.8855392),defibrillateurs
11032,96,Av Jean-Lolive,93500,93055,Pantin,POINT (2.4066383 48.8918339),defibrillateurs
11033,14,Rue Scandicci,93500,93055,Pantin,POINT (2.3992277 48.8915658),defibrillateurs
11034,23,Av Édouard-Vaillant,93500,93055,Pantin,POINT (2.3957073 48.901768),defibrillateurs
11035,18 ter,Av Aimé Césaire,93500,93055,Pantin,POINT (2.4093 48.8944),defibrillateurs
11036,23,Av Édouard-Vaillant,93500,93055,Pantin,POINT (2.3957073 48.901768),defibrillateurs
11037,34,Rue Delizy,93500,93055,Pantin,POINT (2.4079081 48.8972649),defibrillateurs
11038,79,Rue Edouard Renard prolongée (à Pantin 93500),93000,93008,Bobigny,POINT (2.413217 48.9153563),defibrillateurs
11039,10,Rue Honoré,93500,93055,Pantin,POINT (2.3950364 48.9026191),defibrillateurs
11040,26 a,Av Anatole France,93500,93055,Pantin,POINT (2.4236848 48.893602),defibrillateurs
11041,32 d,Rue Méhul,93500,93055,Pantin,POINT (2.415414 48.8892379),defibrillateurs
11042,2,Av Jean Jaurès,93500,93055,Pantin,POINT (2.4007835388184 48.908050537109),defibrillateurs
11043,199,Av Jean Lolive,93500,93055,Pantin,POINT (2.4183681 48.8944075),defibrillateurs
11044,73,Rue Cartier Bresson,93500,93055,Pantin,POINT (2.4027562 48.9017002),defibrillateurs
11045,42,Av de la Division Leclerc,93500,93055,Pantin,POINT (2.4119697 48.9116056),defibrillateurs
11046,1,Rue Candale,93500,93055,Pantin,POINT (2.4144824 48.8900114),defibrillateurs
11047,82,Av du Général Leclerc,93500,93055,Pantin,POINT (2.4021474 48.8962707),defibrillateurs
11048,28,Rue Sainte Marguerite,93500,93055,Pantin,POINT (2.3926411 48.9018761),defibrillateurs
11049,9,avenue Aimé Césaire,93500,93055,Pantin,POINT (2.411594 48.914268),defibrillateurs
11086,35,Grande Rue,91310,91425,Montlhéry,POINT (2.2704427412813 48.636442683285),defibrillateurs
11140,23,Avenue de la Porte de Châtillon,75014,75114,Paris,POINT (2.3163455158792 48.823169303901),defibrillateurs
11145,27,Grande Rue,91310,91425,Montlhéry,POINT (2.2711011720235 48.637021572746),defibrillateurs
11146,7,Rue des Archers,91310,91425,Montlhéry,POINT (2.2744223939839 48.638128905319),defibrillateurs
11147,22,Boulevard Mouchy,91310,91425,Montlhéry,POINT (2.2744458748593 48.638601346779),defibrillateurs
11152,17,Rue Scribe,75009,75109,Paris,POINT (2.3307958729789 48.872743165881),defibrillateurs
11153,39,Rue des Francs Bourgeois,75004,75104,Paris,POINT (2.360076265029 48.857878811457),defibrillateurs
11154,14,Rue de la Chapelle,91310,91425,Montlhéry,POINT (2.2721559149591 48.639243530788),defibrillateurs
11155,18,Rue de la Chapelle,91310,91425,Montlhéry,POINT (2.2720924808856 48.63973897982),defibrillateurs
11156,10 bis,Rue de la Plaine,91310,91425,Montlhéry,POINT (2.2745928951143 48.640035842759),defibrillateurs
11157,30,Rue de la Plaine,91310,91425,Montlhéry,POINT (2.2796498881302 48.638952784592),defibrillateurs
11160,5,Rue de la Plaine,91310,91425,Montlhéry,POINT (2.2790117898917 48.638330078359),defibrillateurs
11162,97,Boulevard Saint-germain,75006,75106,Paris,POINT (2.3390808797678 48.852145063659),defibrillateurs
11163,5,Boulevard Saint-germain,75006,75106,Paris,POINT (2.3399628196517 48.852480145159),defibrillateurs
11177,1,Rue Rouget de Lisle,92130,92040,Issy-les-Moulineaux,POINT (2.26492 48.82915),defibrillateurs
11178,1,Rue Rouget de Lisle,92130,92040,Issy-les-Moulineaux,POINT (2.26492 48.82915),defibrillateurs
11182,1,Impasse des Jalots,91410,91200,Dourdan,POINT (2.02133 48.52102),defibrillateurs
11183,3,Rue du Fourneau,91410,91519,Richarville,POINT (2.00075 48.47344),defibrillateurs
11184,9t,Place de l'Orangerie,91340,91461,Ollainville,POINT (2.21824 48.5924),defibrillateurs
11185,28,Residence du Val,91340,91461,Ollainville,POINT (2.2132338667846 48.591604063474),defibrillateurs
11186,2,Rue de la Mairie,91340,91461,Ollainville,POINT (2.21682 48.59101),defibrillateurs
11216,6,Avenue du Ponceau,95000,95127,Cergy,POINT (2.0715322207988 49.039132708381),defibrillateurs
11217,6,Avenue du Ponceau,95000,95127,Cergy,POINT (2.0715793010994 49.039114014945),defibrillateurs
11218,6,Avenue du Ponceau,95000,95127,Cergy,POINT (2.07157687444 49.039113423933),defibrillateurs
11234,20,rue d'Athènes,75009,75109,Paris,POINT (2.327788 48.878276),defibrillateurs
11541,7,RUE LEOPOL ALIXANT,77200,77468,Torcy,POINT (2.6370411 48.8499198),defibrillateurs
11572,7,RUE DE L'EGLISE HAMEAU LA CRECHE,77200,77468,Torcy,POINT (2.6370411 48.8499198),defibrillateurs
11577,7,RUE DE LA TOURNEBRIDE,77200,77468,Torcy,POINT (2.6370411 48.8499198),defibrillateurs
11585,7,ALLEE PIERRE DE COUBERTIN,77200,77468,Torcy,POINT (2.6370411 48.8499198),defibrillateurs
11600,7,RUE VINCENT AURIOL,77200,77468,Torcy,POINT (2.6370411 48.8499198),defibrillateurs
11609,7,RUE DE BRUAY,77200,77468,Torcy,POINT (2.6370411 48.8499198),defibrillateurs
11635,24,place de l'EGLISE,77760,77477,Ury,POINT (2.59943 48.342883),defibrillateurs
11682,40 bis,Rue Jules Ferry,91430,91312,Igny,POINT (2.2218 48.7323),defibrillateurs
11694,51,rue Buffault,75009,75109,Paris,POINT (2.34168 48.87526),defibrillateurs
11695,54,RUE RODIER,75009,75109,Paris,POINT (2.34382 48.8803399),defibrillateurs
11704,14,Rue de la Mairie,77930,77065,Cély,POINT (2.53061 48.459759),defibrillateurs
11705,7,ROUTE DE CONTENCON,77200,77468,Torcy,POINT (2.6370411 48.8499198),defibrillateurs
11706,3,Rue de Paris,77200,77468,Torcy,POINT (2.6624482 48.8325051),defibrillateurs
11707,1,RUE DU MAIL,77700,77449,Serris,POINT (2.7831237 48.8411515),defibrillateurs
11708,7,CHEMIN DES COTES,77200,77468,Torcy,POINT (2.6370411 48.8499198),defibrillateurs
11709,4,rue des vignettes,78770,78616,Thoiry,POINT (1.79937 48.86941),defibrillateurs
11738,10,rue de la Beauvoisière,91630,91041,Avrainville,POINT (2.24542 48.56344),defibrillateurs
11739,98,Avenue de Bonnevaux,91150,91223,Étampes,POINT (2.1616 48.424999),defibrillateurs
11740,5,Rue Daniel Mayer,91160,91345,Longjumeau,POINT (2.30525 48.689629),defibrillateurs
11741,70,rue de Lormoy,91310,91347,Longpont-sur-Orge,POINT (2.2901 48.63896),defibrillateurs
11742,50,rue André Chermette,91310,91347,Longpont-sur-Orge,POINT (2.279671 48.655246),defibrillateurs
11743,18,Boulevard du Lyautey,91490,91405,Milly-la-Forêt,POINT (2.46749 48.404449),defibrillateurs
11744,3,Rue de Verdun,91490,91408,Moigny-sur-École,POINT (2.45595 48.433128),defibrillateurs
11745,1,Boulevard Mouchy,91310,91425,Montlhéry,POINT (2.27345 48.639191),defibrillateurs
11746,2,rue du Jeu de Paume,91740,91511,Pussay,POINT (1.994739 48.349527),defibrillateurs
11747,32,Rue Guillaume Apollinaire,91250,91553,Saint-Germain-lès-Corbeil,POINT (2.49476 48.621029),defibrillateurs
11748,5,Rue Paul Belmondo,91250,91553,Saint-Germain-lès-Corbeil,POINT (2.50127 48.622898),defibrillateurs
11749,15,Rue Saint Eugene,91450,91600,Soisy-sur-Seine,POINT (2.4512547 48.6451208),defibrillateurs
11750,1,Rue de la Libération,91480,91631,Varennes-Jarcy,POINT (2.5572505782322 48.677465905262),defibrillateurs
11751,13,Parc des Erables,91360,91667,Villemoisson-sur-Orge,POINT (2.33419 48.65948),defibrillateurs
11752,45,Rue Molière,91330,91691,Yerres,POINT (2.4817976725539 48.696471165973),defibrillateurs
11753,42,avenue Edouard-Vaillant,93500,93055,Pantin,POINT (2.39502 48.90073),defibrillateurs
11754,11,rue Ambroise Croizat,93200,93066,Saint-Denis,POINT (2.34811 48.93332),defibrillateurs
11755,11,rue Ambroise Croizat,93200,93066,Saint-Denis,POINT (2.34811 48.93332),defibrillateurs
11756,11,rue Ambroise Croizat,93200,93066,Saint-Denis,POINT (2.34811 48.93332),defibrillateurs
11757,11,rue Ambroise Croizat,93200,93066,Saint-Denis,POINT (2.34811 48.93332),defibrillateurs
11758,11,rue Ambroise Croizat,93200,93066,Saint-Denis,POINT (2.34811 48.93332),defibrillateurs
11759,11,rue Ambroise Croizat,93200,93066,Saint-Denis,POINT (2.34811 48.93332),defibrillateurs
11760,11,rue Ambroise Croizat,93200,93066,Saint-Denis,POINT (2.34811 48.93332),defibrillateurs
11761,11,rue Ambroise Croizat,93200,93066,Saint-Denis,POINT (2.34811 48.93332),defibrillateurs
11762,7,Rue de Neuilly,77200,77468,Torcy,POINT (2.6370411 48.8499198),defibrillateurs
11763,62,Avenue des roses,93250,93077,Villemomble,POINT (2.5189094 48.8782655),defibrillateurs
11764,17,avenue de rosny,93250,93077,Villemomble,POINT (2.5061118 48.8836811),defibrillateurs
11765,2,rue Félix Mothiron,94140,94002,Alfortville,POINT (2.4239966 48.7801905),defibrillateurs
11766,3,Avenue Boieldieu,94350,94079,Villiers-sur-Marne,POINT (2.5403604 48.8291858),defibrillateurs
11767,16,rue faubert,95270,95056,Belloy-en-France,POINT (2.36732 49.088059),defibrillateurs
11768,2,avenue du Mesnil,95470,95250,Fosses,POINT (2.51597 49.100849),defibrillateurs
11769,1,rue du commandant Maurice Fourneau,95500,95277,Gonesse,POINT (2.4447 48.991821),defibrillateurs
11770,12 ter,rue de paris,95500,95277,Gonesse,POINT (2.44395 48.984619),defibrillateurs
11771,1 bis,rue marcel petit,95670,95371,Marly-la-Ville,POINT (2.50607 49.08696),defibrillateurs
11772,1,allée des Tilleuls,95420,95379,Maudétour-en-Vexin,POINT (1.77791 49.099571),defibrillateurs
11773,24,Chemin des Bois Briffaults,95160,95428,Montmorency,POINT (2.31614 49.003151),defibrillateurs
11774,14,RUE DE PONTOISE,95560,95430,Montsoult,POINT (2.30831 49.0701899),defibrillateurs
11775,19,avenue du général de gaulle,95230,95598,Soisy-sous-Montmorency,POINT (2.30007 48.986),defibrillateurs
11788,147,Rue Cardinet,75017,75117,Paris,POINT (2.3151187065692 48.888359410393),defibrillateurs
11792,50,Le Petit Fossard,77130,77482,Varennes-sur-Seine,POINT (2.9544324361603 48.362917593722),defibrillateurs
11816,3,Place de la Défense,92800,92062,Puteaux,POINT (2.2399832295688 48.891806329659),defibrillateurs
11817,3,Place de la Défense,92400,92026,Courbevoie,POINT (2.2414035650042 48.891127919754),defibrillateurs
11845,36,36 Avenue de Verdun 95100 Argenteuil,95100,95018,Argenteuil,POINT (2.245249 48.949744),defibrillateurs
11846,421,421 Rue Jean Richepin 95120 Ermont,95120,95219,Ermont,POINT (2.245736 48.99021),defibrillateurs
11847,1,1 Rue Jules Verne 95320 Saint-Leu-la-Forêt,95320,95563,Saint-Leu-la-Forêt,POINT (2.249594 49.006031),defibrillateurs
11848,37 bis,37 bis Rue de la Paix 95140 Garges-lès-Gonesse,95140,95268,Garges-lès-Gonesse,POINT (2.385201 48.971327),defibrillateurs
11849,22,Avenue Bernard Hirsch,95000,95127,Cergy,POINT (2.0709053 49.033905),defibrillateurs
11877,3,Place de la Défense,92800,92062,Puteaux,POINT (2.2405390748563 48.89129174592),defibrillateurs
12693,33,Rue des Joncs,77250,77316,Moret-Loing-et-Orvanne,POINT (2.85283 48.34937),defibrillateurs
12694,11 bis,Route de saint Mammes,77250,77316,Moret-Loing-et-Orvanne,POINT (2.81912 48.378231),defibrillateurs
12695,2,Chemin du Port,77250,77316,Moret-Loing-et-Orvanne,POINT (2.79451 48.38288),defibrillateurs
12696,10,Rue des gros,77250,77316,Moret-Loing-et-Orvanne,POINT (2.81499 48.367828),defibrillateurs
12705,20,Grande Rue,77120,77433,Beautheil-Saints,POINT (3.0462699 48.76002),defibrillateurs
12706,31,Place de l'Église,77120,77433,Beautheil-Saints,POINT (3.04823 48.75852),defibrillateurs
12727,20,Boulevard Louise Michel,91000,91228,Évry-Courcouronnes,POINT (2.44234 48.616909),defibrillateurs
12729,14,rue du stade,77160,77109,Chenoise-Cucharmoy,POINT (3.19415 48.61123),defibrillateurs
14557,20 bis,rue des Batignolles,75017,75117,Paris,POINT (2.3216346 48.8847168),defibrillateurs
14558,1,place d'Italie,75013,75113,Paris,POINT (2.3555469 48.8323449),defibrillateurs
14559,4,rue Drouot,75009,75109,Paris,POINT (2.3405129 48.8725447),defibrillateurs
14560,13,rue Lilas,75019,75119,Paris,POINT (2.39548 48.87827),defibrillateurs
14561,5 bis,route des Petits-Ponts,75019,75119,Paris,POINT (2.39603 48.89058),defibrillateurs
14562,9,route des Petits-Ponts,93500,93055,Pantin,POINT (2.39809 48.89357),defibrillateurs
14563,15,rue des docteurs Dejerine,75020,75120,Paris,POINT (2.41215 48.85597),defibrillateurs
14564,3,rue Caillaux,75013,75113,Paris,POINT (2.3621 48.8228),defibrillateurs
14565,16,rue Maryse HILSZ,75020,75120,Paris,POINT (2.41317 48.85045),defibrillateurs
14580,58,Rue du Closeau,77760,77001,Achères-la-Forêt,POINT (2.56459 48.348228),defibrillateurs
14581,12 bis,Rue des Vignettes,77440,77008,Armentières-en-Brie,POINT (3.02095 48.98021),defibrillateurs
14582,5,Rue de l'École,77890,77009,Arville,POINT (2.54812 48.188251),defibrillateurs
14583,540,Rue de la mairie,77750,77024,Bassevelle,POINT (3.27413 48.92387),defibrillateurs
14584,6,Rue du pont Paillard,77115,77034,Blandy,POINT (2.7829 48.57141),defibrillateurs
14585,6,Rue du pont Paillard,77115,77034,Blandy,POINT (2.7829 48.57141),defibrillateurs
14586,2 bis,CHEMIN DES TOULLIS DE VALLEE,77780,77048,Bourron-Marlotte,POINT (2.7061799 48.34448),defibrillateurs
14587,6 bis,Rue de la mairie,77750,77057,Bussières,POINT (3.23578 48.922482),defibrillateurs
14588,6,Avenue du Général de Gaulle,77600,77058,Bussy-Saint-Georges,POINT (2.7074156705987 48.837375457332),defibrillateurs
14589,21,Boulevard des Genêts,77600,77058,Bussy-Saint-Georges,POINT (2.7211241169006 48.840733011853),defibrillateurs
14590,2,Rocade de la Croix Saint Georges,77600,77058,Bussy-Saint-Georges,POINT (2.7024319970798 48.841971835917),defibrillateurs
14591,11,RUE GRANDE,77390,77081,Champdeuil,POINT (2.72995 48.61954),defibrillateurs
14592,8,Rue de Lesches,77700,77132,Coupvray,POINT (2.79298 48.89574),defibrillateurs
14593,5,Rue grande,77126,77133,Courcelles-en-Bassée,POINT (3.05585 48.409599),defibrillateurs
14594,24,Boulevard Louis Durand,77515,77176,Faremoutiers,POINT (2.99291 48.79876),defibrillateurs
14595,24,Rue Jean Jaurès,77164,77181,Ferrières-en-Brie,POINT (2.70448 48.821522),defibrillateurs
14596,24,Rue Aristide Briand,77164,77181,Ferrières-en-Brie,POINT (2.70516 48.82328),defibrillateurs
14597,1,Allée de la Tarffarette,77164,77181,Ferrières-en-Brie,POINT (2.69965 48.822151),defibrillateurs
14598,41,Rue du Parc,77590,77188,Fontaine-le-Port,POINT (2.76134 48.4917),defibrillateurs
14599,1,Rue de la Grelotterie,77370,77190,Fontains,POINT (3.00201 48.52718),defibrillateurs
14600,4,Place de l'Hôtel de ville,77400,77243,Lagny-sur-Marne,POINT (2.7051 48.87727),defibrillateurs
14601,32,Avenue Georges Clémenceau,77400,77243,Lagny-sur-Marne,POINT (2.72687 48.87759),defibrillateurs
14602,37,Rue de la Vignotte,77540,77264,Lumigny-Nesles-Ormeaux,POINT (2.95115 48.73382),defibrillateurs
14603,34,Boucle des 3 Ormes,77700,77268,Magny-le-Hongre,POINT (2.81581 48.87901),defibrillateurs
14604,2,Place des Écoles,77230,77273,Marchémoret,POINT (2.77276 49.05073),defibrillateurs
14605,26,Grande Rue,77230,77273,Marchémoret,POINT (2.7703 49.05027),defibrillateurs
14606,18,Place de la mairie,93290,93073,Tremblay-en-France,POINT (2.57071 48.95172),defibrillateurs
14607,22,Rue du Pré Huard,77230,77308,Montgé-en-Goële,POINT (2.74795415 49.02742943),defibrillateurs
