,insee,Nom,Surface,geometry,dep
4129,91458,Nozay,737.0,"POLYGON ((2.2084915 48.66618689977508, 2.211725499999999 48.66953869977426, 2.213303899999999 48.67189059977368, 2.217911399999999 48.67193249977366, 2.2240937 48.66854409977451, 2.229326099999999 48.66731699977481, 2.230815499999999 48.67310549977336, 2.237626399999999 48.67374539977321, 2.240521599999999 48.67363079977324, 2.242293899999999 48.67414089977313, 2.245243199999999 48.67377549977322, 2.257987699999999 48.67334059977333, 2.259815399999999 48.67179039977371, 2.264819199999999 48.67058019977401, 2.2614317 48.6702019997741, 2.2600912 48.6689449997744, 2.257653199999999 48.66829749977457, 2.253958099999999 48.66808119977464, 2.248918699999999 48.66656819977499, 2.250735499999999 48.66477779977544, 2.2502293 48.66172999977619, 2.2527461 48.66076379977644, 2.253385099999999 48.65697199977738, 2.257402299999999 48.65705769977736, 2.257728799999999 48.65514039977784, 2.2589524 48.65288719977838, 2.2571126 48.65116009977881, 2.258576299999999 48.65009469977907, 2.2537197 48.6479614997796, 2.2513071 48.64568819978017, 2.248436799999999 48.64560919978019, 2.245113499999999 48.64566499978017, 2.237489599999999 48.64472169978041, 2.234671999999999 48.64667259977993, 2.2355486 48.64858799977947, 2.230813199999999 48.64959339977919, 2.226815899999999 48.65121019977879, 2.2259167 48.65335649977825, 2.223388899999999 48.65453469977799, 2.221488499999999 48.65657959977747, 2.222595699999999 48.66135819977629, 2.218474099999999 48.66260989977597, 2.215149799999999 48.6641859997756, 2.2084915 48.66618689977508))",91
4130,91666,Villejust,537.0,"POLYGON ((2.195405099999999 48.6689811997744, 2.195928899999999 48.6702733997741, 2.1986571 48.6725340997735, 2.202205499999999 48.67271259977348, 2.2045845 48.67368899977323, 2.208174599999999 48.67587169977269, 2.211006799999999 48.67870019977202, 2.2099327 48.68019759977162, 2.204489699999999 48.68087379977145, 2.202731599999999 48.68206249977117, 2.202679899999999 48.68517639977038, 2.204718199999999 48.68518379977039, 2.2110745 48.68611429977015, 2.214813199999999 48.68551939977029, 2.2202391 48.68542409977034, 2.224409799999999 48.68414299977064, 2.227727299999999 48.68652999977005, 2.230316499999999 48.68914579976941, 2.2333142 48.69132449976887, 2.2379517 48.6883266997696, 2.2392484 48.68506109977042, 2.241315999999999 48.68532429977036, 2.244741899999999 48.6844029997706, 2.245138699999999 48.68224849977112, 2.244996099999999 48.67875129977198, 2.245722299999999 48.67665969977249, 2.245243199999999 48.67377549977322, 2.242293899999999 48.67414089977313, 2.240521599999999 48.67363079977324, 2.237626399999999 48.67374539977321, 2.230815499999999 48.67310549977336, 2.229326099999999 48.66731699977481, 2.2240937 48.66854409977451, 2.217911399999999 48.67193249977366, 2.213303899999999 48.67189059977368, 2.211725499999999 48.66953869977426, 2.2084915 48.66618689977508, 2.2054247 48.66685329977493, 2.197017799999999 48.66781419977469, 2.195405099999999 48.6689811997744))",91
4131,91577,Saintry-sur-Seine,331.0,"POLYGON ((2.4821821 48.58253599979579, 2.484691599999999 48.58693219979472, 2.485467899999999 48.58976279979402, 2.484939999999999 48.59353329979307, 2.485674899999999 48.59759679979206, 2.4896245 48.60125729979117, 2.491048999999999 48.60416519979044, 2.490286499999999 48.60750939978961, 2.492729299999999 48.60776729978955, 2.4939695 48.60616999978996, 2.497248999999999 48.60671069978982, 2.4990405 48.60641789978989, 2.501453999999999 48.60067829979132, 2.502142899999999 48.59711009979218, 2.5030701 48.59501769979271, 2.503071599999999 48.59284579979324, 2.5048683 48.58490629979521, 2.508945499999999 48.58407919979542, 2.506259099999999 48.58236689979582, 2.5019814 48.5824828997958, 2.497450599999999 48.58316369979565, 2.491797399999999 48.58159059979602, 2.489116099999999 48.58138559979607, 2.485508299999999 48.581709299796, 2.4821821 48.58253599979579))",91
4132,77038,Boissettes,155.0,"POLYGON ((2.600708699999999 48.51589099981226, 2.600756699999999 48.52104569981098, 2.601871899999999 48.52398569981025, 2.6088675 48.5233125998104, 2.611991599999999 48.5241759998102, 2.612207099999999 48.52768199980935, 2.6087286 48.53077759980857, 2.616206499999999 48.52695979980953, 2.624879899999999 48.52921149980895, 2.627952699999999 48.53160279980837, 2.6319772 48.52759479980936, 2.627775799999999 48.52568799980983, 2.622650199999999 48.52396489981026, 2.615404599999999 48.51981779981128, 2.611251199999999 48.51786979981177, 2.606908899999999 48.5165074998121, 2.602357599999999 48.51580499981226, 2.600708699999999 48.51589099981226))",77
4133,77269,Maincy,1029.0,"POLYGON ((2.679776499999999 48.55146029980347, 2.681619599999999 48.55114119980355, 2.685204399999999 48.55239809980323, 2.687225699999999 48.55366339980292, 2.6871266 48.55684859980213, 2.6879848 48.56141649980101, 2.687739999999999 48.5626128998007, 2.696025899999999 48.56897969979912, 2.7008393 48.57267989979821, 2.703538899999999 48.56957069979899, 2.709683699999999 48.57164229979849, 2.710500799999999 48.57306299979814, 2.712666899999999 48.5728088997982, 2.715851499999999 48.57330459979807, 2.717324899999999 48.57147989979851, 2.718308899999999 48.56863269979922, 2.724232499999999 48.56899339979912, 2.7268279 48.55362989980292, 2.728232799999999 48.54666019980464, 2.718807799999999 48.54478039980511, 2.720047999999999 48.54398819980532, 2.723269499999999 48.54345439980546, 2.723733799999999 48.54203739980581, 2.722383699999999 48.53660139980713, 2.71336 48.53769389980686, 2.712725199999999 48.53497679980754, 2.704870799999999 48.53616279980725, 2.703614099999999 48.53736219980694, 2.703956699999999 48.53861669980664, 2.696542699999999 48.53996659980631, 2.697450499999999 48.54192589980582, 2.690434899999999 48.54196719980582, 2.6816841 48.5416073998059, 2.6804465 48.54531629980499, 2.679553799999999 48.54636869980473, 2.679493299999999 48.54840999980422, 2.680362099999999 48.54948459980395, 2.679776499999999 48.55146029980347))",77
4134,77394,Rubelles,392.0,"POLYGON ((2.666936099999999 48.55885259980165, 2.6693503 48.55893319980163, 2.671354399999999 48.56171939980094, 2.670051799999999 48.56194309980087, 2.6717488 48.56568859979996, 2.673060299999999 48.56545529980001, 2.674782399999999 48.56843979979927, 2.672364 48.56919489979909, 2.673967099999999 48.57374619979797, 2.675442799999999 48.57367789979799, 2.676873699999999 48.57581819979747, 2.676402899999999 48.57748099979704, 2.673835099999999 48.57784159979697, 2.674340999999999 48.5793434997966, 2.6745307 48.57992009979645, 2.6815465 48.57890619979668, 2.6825424 48.57910699979664, 2.685525499999999 48.57807439979689, 2.685283699999999 48.57722429979709, 2.687803099999999 48.57613319979737, 2.685463699999999 48.57298529979815, 2.694325199999999 48.57025459979883, 2.696025899999999 48.56897969979912, 2.687739999999999 48.5626128998007, 2.6879848 48.56141649980101, 2.6871266 48.55684859980213, 2.687225699999999 48.55366339980292, 2.685204399999999 48.55239809980323, 2.681619599999999 48.55114119980355, 2.679776499999999 48.55146029980347, 2.675240999999999 48.55275319980316, 2.673769 48.55188699980338, 2.670025599999999 48.5509569998036, 2.665472299999999 48.55327959980302, 2.666936099999999 48.55885259980165))",77
4135,77410,Saint-Germain-Laxis,723.0,"POLYGON ((2.6825424 48.57910699979664, 2.6854865 48.58464389979525, 2.690756699999999 48.58408459979539, 2.691262099999999 48.58520279979513, 2.695666399999999 48.58476359979525, 2.696066999999999 48.58769619979453, 2.698376499999999 48.58700919979468, 2.698901299999999 48.5958801997925, 2.700896399999999 48.60058039979133, 2.7039968 48.60060219979132, 2.704952099999999 48.60418829979042, 2.703980399999999 48.60640409978988, 2.708131799999999 48.60692119978977, 2.714943699999999 48.60969329978907, 2.7183114 48.60949059978912, 2.718252199999999 48.60659869978984, 2.715316699999999 48.60550209979012, 2.715821999999999 48.59976039979155, 2.7176534 48.59996769979148, 2.715222499999999 48.59369019979303, 2.718975999999999 48.59264929979329, 2.721677199999998 48.59231789979337, 2.719122199999999 48.59057899979379, 2.722069599999999 48.58876019979424, 2.7251386 48.58773019979451, 2.7267738 48.58381739979548, 2.7264305 48.58216759979588, 2.722120299999999 48.58246509979581, 2.722594199999999 48.57792049979691, 2.718870899999999 48.57757999979703, 2.716486499999999 48.57687319979719, 2.7113833 48.57403979979789, 2.710500799999999 48.57306299979814, 2.709683699999999 48.57164229979849, 2.703538899999999 48.56957069979899, 2.7008393 48.57267989979821, 2.696025899999999 48.56897969979912, 2.694325199999999 48.57025459979883, 2.685463699999999 48.57298529979815, 2.687803099999999 48.57613319979737, 2.685283699999999 48.57722429979709, 2.685525499999999 48.57807439979689, 2.6825424 48.57910699979664))",77
4136,77453,Sivry-Courtry,2245.0,"POLYGON ((2.712725199999999 48.53497679980754, 2.71336 48.53769389980686, 2.722383699999999 48.53660139980713, 2.723733799999999 48.54203739980581, 2.723269499999999 48.54345439980546, 2.720047999999999 48.54398819980532, 2.718807799999999 48.54478039980511, 2.728232799999999 48.54666019980464, 2.743277499999999 48.54789309980436, 2.750121099999999 48.54855369980417, 2.749354599999999 48.5509044998036, 2.748962299999999 48.55485829980263, 2.756852299999999 48.55215089980331, 2.758727699999999 48.55097199980359, 2.7612985 48.55230879980326, 2.765724199999999 48.55366899980292, 2.766966799999999 48.55389369980287, 2.7699321 48.55175549980339, 2.7724586 48.55244959980323, 2.774234399999999 48.55078769980365, 2.777092199999999 48.54941869980397, 2.779463199999999 48.55036159980375, 2.784014099999999 48.5505244998037, 2.786037199999999 48.54901019980408, 2.790930099999999 48.54717629980453, 2.793533399999999 48.5448740998051, 2.7939215 48.54272579980562, 2.802941899999999 48.53800179980679, 2.800600499999999 48.53384649980782, 2.8020068 48.53280129980809, 2.802203899999999 48.53166279980836, 2.7962341 48.53165119980835, 2.790744099999999 48.533033999808, 2.7887471 48.52946819980889, 2.792462499999999 48.5294329998089, 2.792163199999999 48.52625499980969, 2.791289599999999 48.52429449981017, 2.786656899999999 48.52346979981038, 2.7826271 48.5241692998102, 2.7828767 48.52149799981087, 2.778669199999999 48.52208059981071, 2.7780993 48.52018929981119, 2.782083699999999 48.51617219981218, 2.782143699999999 48.51551129981235, 2.778842599999999 48.51298969981296, 2.773490299999999 48.51390769981273, 2.762858099999999 48.5181551998117, 2.760056499999999 48.5181172998117, 2.7586517 48.51642419981212, 2.759050599999999 48.51249569981308, 2.761760599999999 48.50924279981389, 2.760748 48.50735989981435, 2.760107899999999 48.50333499981534, 2.761289899999999 48.50208809981564, 2.744065599999999 48.50291659981544, 2.745105099999999 48.50729949981439, 2.7349332 48.50830999981413, 2.732631899999999 48.50807539981418, 2.730329099999999 48.50865209981404, 2.731447499999999 48.51184579981324, 2.7330884 48.51346049981285, 2.731566899999999 48.51463039981256, 2.731761399999999 48.5193518998114, 2.729897799999999 48.51936549981139, 2.727576199999999 48.51842409981163, 2.726190599999999 48.52093339981099, 2.724487599999999 48.52069129981106, 2.7246514 48.52508789980998, 2.711272299999999 48.52776999980932, 2.712725199999999 48.53497679980754))",77
4137,77295,Moisenay,871.0,"POLYGON ((2.710500799999999 48.57306299979814, 2.7113833 48.57403979979789, 2.716486499999999 48.57687319979719, 2.718870899999999 48.57757999979703, 2.722594199999999 48.57792049979691, 2.7270664 48.57784669979696, 2.729627999999999 48.57830079979684, 2.735032999999999 48.58052699979628, 2.739009399999999 48.57868589979675, 2.741624199999999 48.57859529979677, 2.744408399999999 48.57741149979704, 2.747825499999998 48.57534109979759, 2.749948799999999 48.57490119979768, 2.754385699999999 48.57283289979819, 2.756678199999999 48.57140999979853, 2.7624458 48.57464999979774, 2.767271399999999 48.57152249979851, 2.7610302 48.57008639979886, 2.762690399999999 48.56621809979982, 2.764990699999999 48.56648499979975, 2.765763799999999 48.56287999980064, 2.760459399999999 48.56221279980079, 2.757616099999999 48.56114799980107, 2.759052299999999 48.55909189980159, 2.7560292 48.55631419980227, 2.7566896 48.5550059998026, 2.758422999999999 48.55430099980276, 2.759498399999999 48.55518579980256, 2.761876199999999 48.55409009980282, 2.764251799999999 48.5545815998027, 2.765724199999999 48.55366899980292, 2.7612985 48.55230879980326, 2.758727699999999 48.55097199980359, 2.756852299999999 48.55215089980331, 2.748962299999999 48.55485829980263, 2.749354599999999 48.5509044998036, 2.750121099999999 48.54855369980417, 2.743277499999999 48.54789309980436, 2.728232799999999 48.54666019980464, 2.7268279 48.55362989980292, 2.724232499999999 48.56899339979912, 2.718308899999999 48.56863269979922, 2.717324899999999 48.57147989979851, 2.715851499999999 48.57330459979807, 2.712666899999999 48.5728088997982, 2.710500799999999 48.57306299979814))",77
4138,77195,Fouju,779.0,"POLYGON ((2.735032999999999 48.58052699979628, 2.741408199999999 48.5845283997953, 2.744532899999999 48.58724649979463, 2.749909999999999 48.59054339979381, 2.755019899999999 48.59482469979276, 2.759707099999999 48.597873699792, 2.764071899999998 48.59997299979146, 2.769374899999999 48.60338849979065, 2.7711076 48.60419559979043, 2.775503099999999 48.60344729979063, 2.774972099999999 48.60056919979134, 2.7824803 48.60043119979137, 2.785362599999999 48.60172549979105, 2.785953999999999 48.60110049979122, 2.7887116 48.60219269979094, 2.790510999999999 48.59760989979205, 2.787818999999999 48.59568939979255, 2.785893999999999 48.59594479979247, 2.784321799999999 48.58776979979448, 2.786137899999999 48.58201129979591, 2.779941899999999 48.58033409979632, 2.7801716 48.5792300997966, 2.773034099999999 48.5763834997973, 2.769437999999999 48.57871229979676, 2.7624458 48.57464999979774, 2.756678199999999 48.57140999979853, 2.754385699999999 48.57283289979819, 2.749948799999999 48.57490119979768, 2.747825499999998 48.57534109979759, 2.744408399999999 48.57741149979704, 2.741624199999999 48.57859529979677, 2.739009399999999 48.57868589979675, 2.735032999999999 48.58052699979628))",77
4139,77145,Crisenoy,1288.0,"POLYGON ((2.7183114 48.60949059978912, 2.723101099999999 48.61183219978856, 2.723668899999999 48.61027099978894, 2.727054899999999 48.61133809978865, 2.726902699999999 48.61394769978801, 2.735221699999999 48.61290109978827, 2.738767999999999 48.61267809978834, 2.739883099999999 48.61513979978773, 2.7399086 48.61858789978687, 2.742144399999999 48.62301069978578, 2.7475212 48.62275199978586, 2.747643999999999 48.6192699997867, 2.755955499999999 48.61952319978665, 2.756508499999999 48.61857509978687, 2.762935999999999 48.62191009978605, 2.7680725 48.62339109978567, 2.774144199999999 48.62330819978571, 2.775489299999999 48.62046109978642, 2.779776499999999 48.6160139997875, 2.779724799999999 48.61196509978851, 2.775972299999999 48.61260559978836, 2.7735862 48.60639089978989, 2.7700982 48.60875999978929, 2.765703299999999 48.60593759979, 2.769374899999999 48.60338849979065, 2.764071899999998 48.59997299979146, 2.759707099999999 48.597873699792, 2.755019899999999 48.59482469979276, 2.749909999999999 48.59054339979381, 2.744532899999999 48.58724649979463, 2.741408199999999 48.5845283997953, 2.735032999999999 48.58052699979628, 2.729627999999999 48.57830079979684, 2.7270664 48.57784669979696, 2.722594199999999 48.57792049979691, 2.722120299999999 48.58246509979581, 2.7264305 48.58216759979588, 2.7267738 48.58381739979548, 2.7251386 48.58773019979451, 2.722069599999999 48.58876019979424, 2.719122199999999 48.59057899979379, 2.721677199999998 48.59231789979337, 2.718975999999999 48.59264929979329, 2.715222499999999 48.59369019979303, 2.7176534 48.59996769979148, 2.715821999999999 48.59976039979155, 2.715316699999999 48.60550209979012, 2.718252199999999 48.60659869978984, 2.7183114 48.60949059978912))",77
4140,77034,Blandy,1409.0,"POLYGON ((2.7624458 48.57464999979774, 2.769437999999999 48.57871229979676, 2.773034099999999 48.5763834997973, 2.7801716 48.5792300997966, 2.779941899999999 48.58033409979632, 2.786137899999999 48.58201129979591, 2.7874365 48.57845319979678, 2.788497199999999 48.57872639979672, 2.790147899999999 48.57392859979791, 2.794946299999999 48.57484269979768, 2.798110299999999 48.57369419979798, 2.802593599999999 48.57395049979792, 2.803672799999999 48.57199549979839, 2.807171099999999 48.57125279979859, 2.806943699999999 48.56975109979894, 2.809342699999999 48.5683453997993, 2.811770099999999 48.56443989980028, 2.813225 48.56315069980058, 2.815661499999999 48.56206839980084, 2.819125699999999 48.561493099801, 2.823433499999999 48.56282149980066, 2.826585399999999 48.5634724998005, 2.828540299999999 48.56171569980093, 2.828955299999999 48.56052329980123, 2.831339899999999 48.55777059980191, 2.835435399999999 48.55668139980218, 2.838140699999999 48.55305789980308, 2.817019799999999 48.5408042998061, 2.813873399999999 48.54588769980484, 2.811825499999999 48.54489619980509, 2.810433199999999 48.54549189980496, 2.805942099999999 48.54507929980503, 2.8048793 48.54330209980549, 2.802339799999999 48.54469289980514, 2.797811499999999 48.54609179980479, 2.793099299999999 48.54856499980419, 2.790930099999999 48.54717629980453, 2.786037199999999 48.54901019980408, 2.784014099999999 48.5505244998037, 2.779463199999999 48.55036159980375, 2.777092199999999 48.54941869980397, 2.774234399999999 48.55078769980365, 2.7724586 48.55244959980323, 2.7699321 48.55175549980339, 2.766966799999999 48.55389369980287, 2.765724199999999 48.55366899980292, 2.764251799999999 48.5545815998027, 2.761876199999999 48.55409009980282, 2.759498399999999 48.55518579980256, 2.758422999999999 48.55430099980276, 2.7566896 48.5550059998026, 2.7560292 48.55631419980227, 2.759052299999999 48.55909189980159, 2.757616099999999 48.56114799980107, 2.760459399999999 48.56221279980079, 2.765763799999999 48.56287999980064, 2.764990699999999 48.56648499979975, 2.762690399999999 48.56621809979982, 2.7610302 48.57008639979886, 2.767271399999999 48.57152249979851, 2.7624458 48.57464999979774))",77
4141,77253,Lissy,673.0,"POLYGON ((2.685179099999999 48.6108297997888, 2.686544499999999 48.61421789978795, 2.688131499999999 48.61651019978739, 2.688730099999999 48.61868649978685, 2.688237299999999 48.62065139978637, 2.688878199999999 48.62362549978562, 2.687891899999999 48.62603659978502, 2.691395999999999 48.63065449978389, 2.694463799999999 48.63175809978362, 2.693921099999999 48.63397679978306, 2.6948196 48.63586659978258, 2.698407899999999 48.63635659978247, 2.6987915 48.63577729978262, 2.702922299999999 48.63591469978259, 2.704441799999999 48.63462779978288, 2.706526599999999 48.630211999784, 2.713879399999999 48.62972719978413, 2.714141299999999 48.6273323997847, 2.720348 48.62767939978463, 2.7206769 48.62354359978564, 2.718680799999999 48.62347359978566, 2.7186474 48.6172480997872, 2.716462099999999 48.61712819978724, 2.714946899999999 48.61307259978824, 2.714943699999999 48.60969329978907, 2.708131799999999 48.60692119978977, 2.703980399999999 48.60640409978988, 2.704952099999999 48.60418829979042, 2.7039968 48.60060219979132, 2.700896399999999 48.60058039979133, 2.700454599999999 48.60162019979107, 2.695270199999999 48.60202259979097, 2.693939099999999 48.60170069979105, 2.692705699999999 48.60284589979078, 2.691326099999999 48.60225779979091, 2.689589699999999 48.60402579979048, 2.687566799999999 48.60311769979072, 2.686529499999999 48.60742409978965, 2.685179099999999 48.6108297997888))",77
4142,77455,Soignolles-en-Brie,1078.0,"POLYGON ((2.690620399999999 48.66260259977598, 2.691437399999999 48.66048359977651, 2.696582199999999 48.66139209977626, 2.695719499999999 48.66430719977555, 2.695977699999999 48.66552579977526, 2.699711399999999 48.66470359977546, 2.706312899999999 48.66505419977538, 2.706694799999999 48.66425609977556, 2.706046699999999 48.66126339977633, 2.707574799999999 48.6609107997764, 2.7072568 48.65689759977739, 2.709253299999999 48.65270879977842, 2.713184899999999 48.65147729977874, 2.712077099999999 48.64835289977951, 2.714709799999999 48.64734539977977, 2.716164399999999 48.6512278997788, 2.718580699999999 48.65137159977876, 2.720391399999999 48.64921289977931, 2.720084699999999 48.64696769977985, 2.7240844 48.64859009977945, 2.726016399999999 48.64523409978028, 2.727838299999999 48.64505369978033, 2.728585799999999 48.64610669978006, 2.733175 48.64519909978029, 2.737586199999999 48.64680779977988, 2.7400237 48.64875139977941, 2.741035199999999 48.64866189977941, 2.742351499999999 48.64644449977997, 2.745274599999999 48.64333019978076, 2.743826599999999 48.64203839978106, 2.742035899999999 48.63855189978193, 2.744123899999999 48.63818389978203, 2.742153899999999 48.63608389978253, 2.7397041 48.63689179978235, 2.7388446 48.63508349978279, 2.732280899999999 48.63441229978295, 2.730290699999999 48.63161329978365, 2.728494299999999 48.63096259978381, 2.7271804 48.6293596997842, 2.720348 48.62850159978444, 2.720348 48.62767939978463, 2.714141299999999 48.6273323997847, 2.713879399999999 48.62972719978413, 2.706526599999999 48.630211999784, 2.704441799999999 48.63462779978288, 2.702922299999999 48.63591469978259, 2.6987915 48.63577729978262, 2.698407899999999 48.63635659978247, 2.6948196 48.63586659978258, 2.690038899999999 48.63528829978275, 2.687799799999999 48.63541479978272, 2.688406399999999 48.63764519978217, 2.686259599999999 48.63752309978219, 2.685948499999999 48.63887729978184, 2.682854899999999 48.6391308997818, 2.683073299999999 48.64073339978139, 2.6801058 48.64040129978149, 2.679328799999999 48.64222009978104, 2.680252599999999 48.64433209978049, 2.682819299999999 48.6447739997804, 2.682492299999999 48.64655029977995, 2.685529899999999 48.64898649977936, 2.6858021 48.65112399977883, 2.682998 48.65104289977884, 2.6783619 48.65189249977865, 2.678097999999999 48.6540142997781, 2.6762608 48.65470719977792, 2.678936599999999 48.65777419977718, 2.681781099999999 48.65829429977705, 2.681916199999999 48.66110479977634, 2.690620399999999 48.66260259977598))",77
4143,77127,Coubert,836.0,"POLYGON ((2.715993799999999 48.69493049976797, 2.717086799999999 48.69419189976815, 2.719922599999999 48.6960234997677, 2.722133999999999 48.69463709976803, 2.7244619 48.69291219976846, 2.724722199999999 48.69006189976918, 2.729133799999999 48.68965599976926, 2.734268199999999 48.68880309976949, 2.7344713 48.68960069976929, 2.7383472 48.68785679976974, 2.740078099999999 48.68754999976981, 2.740084099999998 48.6859331997702, 2.7366269 48.68523459977037, 2.730020399999999 48.68220849977111, 2.727366099999998 48.68132769977134, 2.725334499999999 48.67852599977203, 2.726467099999999 48.67783539977221, 2.725911499999999 48.67594529977269, 2.726041499999999 48.67347309977328, 2.724586399999999 48.67398969977316, 2.7219413 48.67169429977373, 2.719865899999999 48.6713761997738, 2.720198399999999 48.66966379977424, 2.717914299999999 48.66910159977436, 2.709792399999999 48.66814389977461, 2.710094499999999 48.66631489977506, 2.7093767 48.66513159977536, 2.706312899999999 48.66505419977538, 2.699711399999999 48.66470359977546, 2.695977699999999 48.66552579977526, 2.695719499999999 48.66430719977555, 2.696582199999999 48.66139209977626, 2.691437399999999 48.66048359977651, 2.690620399999999 48.66260259977598, 2.687020999999999 48.66756779977475, 2.685950699999998 48.66712909977484, 2.674745899999999 48.67060509977399, 2.680169499999999 48.67243419977354, 2.693523699999999 48.68372459977074, 2.694747899999999 48.68346839977081, 2.6968747 48.68533899977037, 2.698096499999999 48.68481029977047, 2.700043199999999 48.68690369976996, 2.7014258 48.68696269976995, 2.7038611 48.68932439976934, 2.7036259 48.69088639976898, 2.709175499999999 48.69252889976858, 2.712996299999999 48.69432089976813, 2.715993799999999 48.69493049976797))",77
4144,77081,Champdeuil,402.0,"POLYGON ((2.720348 48.62767939978463, 2.720348 48.62850159978444, 2.7271804 48.6293596997842, 2.728494299999999 48.63096259978381, 2.730290699999999 48.63161329978365, 2.732280899999999 48.63441229978295, 2.7388446 48.63508349978279, 2.739069499999999 48.63271779978339, 2.740888499999999 48.63078129978388, 2.748297399999999 48.63042969978395, 2.748208899999999 48.62890579978431, 2.746869599999999 48.62642369978494, 2.7475212 48.62275199978586, 2.742144399999999 48.62301069978578, 2.7399086 48.61858789978687, 2.739883099999999 48.61513979978773, 2.738767999999999 48.61267809978834, 2.735221699999999 48.61290109978827, 2.726902699999999 48.61394769978801, 2.727054899999999 48.61133809978865, 2.723668899999999 48.61027099978894, 2.723101099999999 48.61183219978856, 2.7183114 48.60949059978912, 2.714943699999999 48.60969329978907, 2.714946899999999 48.61307259978824, 2.716462099999999 48.61712819978724, 2.7186474 48.6172480997872, 2.718680799999999 48.62347359978566, 2.7206769 48.62354359978564, 2.720348 48.62767939978463))",77
4145,77004,Andrezel,807.0,"POLYGON ((2.779776499999999 48.6160139997875, 2.785884599999999 48.61553659978762, 2.784495399999999 48.62036959978645, 2.789312799999999 48.61988229978655, 2.789695699999999 48.62234669978594, 2.790587199999999 48.6229131997858, 2.794087999999999 48.62260159978588, 2.7936363 48.62063069978635, 2.800889199999999 48.62030129978644, 2.805882699999999 48.62314869978574, 2.814506 48.62647329978491, 2.818296699999999 48.62727239978472, 2.829827299999999 48.62238659978594, 2.831430499999999 48.622086699786, 2.843021799999999 48.62147669978617, 2.8425039 48.61846179978691, 2.843366599999999 48.61695259978728, 2.841918699999999 48.61467559978784, 2.837950699999999 48.61224749978845, 2.835835699999999 48.61098359978875, 2.832176099999999 48.60727869978967, 2.827821699999999 48.60906839978924, 2.8229232 48.61184649978855, 2.817871999999999 48.60830189978941, 2.815507999999999 48.60723419978969, 2.813210799999999 48.60855699978936, 2.808243499999999 48.60814689978946, 2.805616299999999 48.60905249978923, 2.804041999999999 48.60858129978934, 2.800701799999999 48.61028769978893, 2.796673399999999 48.61010519978896, 2.794001199999999 48.60749549978963, 2.792274999999999 48.60724289978968, 2.7909563 48.60326089979067, 2.7887116 48.60219269979094, 2.785953999999999 48.60110049979122, 2.785362599999999 48.60172549979105, 2.7824803 48.60043119979137, 2.774972099999999 48.60056919979134, 2.775503099999999 48.60344729979063, 2.7711076 48.60419559979043, 2.769374899999999 48.60338849979065, 2.765703299999999 48.60593759979, 2.7700982 48.60875999978929, 2.7735862 48.60639089978989, 2.775972299999999 48.61260559978836, 2.779724799999999 48.61196509978851, 2.779776499999999 48.6160139997875))",77
4146,77534,Yèbles,1171.0,"POLYGON ((2.741035199999999 48.64866189977941, 2.744250099999999 48.64982169977915, 2.745900099999999 48.65147829977874, 2.748373299999999 48.64974399977917, 2.752666499999999 48.65158319977869, 2.7526256 48.64869839977941, 2.754686899999999 48.64656399977994, 2.757666899999999 48.64584549978013, 2.765483099999999 48.6451647997803, 2.768234099999999 48.64582739978014, 2.7709296 48.6475862997797, 2.772663199999999 48.64996379977909, 2.7741239 48.6507695997789, 2.776258699999999 48.65072059977891, 2.776060199999999 48.65304099977835, 2.781578899999999 48.65815099977708, 2.786588899999999 48.66004239977661, 2.788198399999999 48.65943949977676, 2.792241399999999 48.65687929977741, 2.795498299999999 48.65708829977733, 2.797023199999999 48.65597609977763, 2.800085099999999 48.65538669977776, 2.801120599999999 48.65423079977806, 2.804709099999999 48.65249249977849, 2.785254799999999 48.64735259977975, 2.790539599999999 48.64592649978012, 2.791789699999999 48.6410882997813, 2.7890982 48.64018609978153, 2.789906899999999 48.63604559978256, 2.780161799999999 48.6311040997838, 2.781866299999999 48.62955599978418, 2.7831058 48.62939359978422, 2.788444699999999 48.62538449978521, 2.787470999999999 48.62323059978572, 2.789695699999999 48.62234669978594, 2.789312799999999 48.61988229978655, 2.784495399999999 48.62036959978645, 2.785884599999999 48.61553659978762, 2.779776499999999 48.6160139997875, 2.775489299999999 48.62046109978642, 2.774144199999999 48.62330819978571, 2.7680725 48.62339109978567, 2.762935999999999 48.62191009978605, 2.756508499999999 48.61857509978687, 2.755955499999999 48.61952319978665, 2.747643999999999 48.6192699997867, 2.7475212 48.62275199978586, 2.746869599999999 48.62642369978494, 2.748208899999999 48.62890579978431, 2.748297399999999 48.63042969978395, 2.740888499999999 48.63078129978388, 2.739069499999999 48.63271779978339, 2.7388446 48.63508349978279, 2.7397041 48.63689179978235, 2.742153899999999 48.63608389978253, 2.744123899999999 48.63818389978203, 2.742035899999999 48.63855189978193, 2.743826599999999 48.64203839978106, 2.745274599999999 48.64333019978076, 2.742351499999999 48.64644449977997, 2.741035199999999 48.64866189977941))",77
